number_of_tmas,total_patients,patients_per_tma,core_disposition,layout,core_diameter_mm,orientation_empty_holes_per_tma,orientation_fiducial_cores_per_tma,orientation_markers_per_tma,positions_per_tma,patient_positions_per_tma,patient_positions_all_tmas,empty_positions_all_tmas,fiducial_positions_all_tmas,total_core_positions_all_tmas,mean_cores_per_patient,min_balanced_cores_per_patient,patients_with_extra_core_per_tma,core_area_mm2,patient_core_surface_area_mm2,fiducial_core_surface_area_mm2,total_core_surface_area_mm2,total_chamber_area_mm2,patient_core_surface_to_total_chamber_area,total_core_surface_to_total_chamber_area,reserved_orientation_position_percent,asymmetry_score,passes_orientation_principles,feasible_for_patients_per_tma,minimum_valid_orientation_marker_count,is_minimum_valid_orientation_combo,notes
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,4,4,8,28,20,40,8,8,48,0.5000,0,20,3.141593,125.6637,25.1327,150.7964,469.2050,0.267823,0.321387,28.5714,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,0,5,28,23,46,10,0,46,0.5750,0,23,3.141593,144.5133,0.0000,144.5133,469.2050,0.307996,0.307996,17.8571,6,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,1,6,28,22,44,10,2,46,0.5500,0,22,3.141593,138.2301,6.2832,144.5133,469.2050,0.294605,0.307996,21.4286,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,2,7,28,21,42,10,4,46,0.5250,0,21,3.141593,131.9469,12.5664,144.5133,469.2050,0.281214,0.307996,25.0000,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,3,8,28,20,40,10,6,46,0.5000,0,20,3.141593,125.6637,18.8496,144.5133,469.2050,0.267823,0.307996,28.5714,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,5,4,9,28,19,38,10,8,46,0.4750,0,19,3.141593,119.3805,25.1327,144.5133,469.2050,0.254431,0.307996,32.1429,14,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,0,6,28,22,44,12,0,44,0.5500,0,22,3.141593,138.2301,0.0000,138.2301,469.2050,0.294605,0.294605,21.4286,8,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,1,7,28,21,42,12,2,44,0.5250,0,21,3.141593,131.9469,6.2832,138.2301,469.2050,0.281214,0.294605,25.0000,10,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,2,8,28,20,40,12,4,44,0.5000,0,20,3.141593,125.6637,12.5664,138.2301,469.2050,0.267823,0.294605,28.5714,12,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,3,9,28,19,38,12,6,44,0.4750,0,19,3.141593,119.3805,18.8496,138.2301,469.2050,0.254431,0.294605,32.1429,14,1,0,,0,compact asymmetric fixed-corner marker pattern
2,80,40.0000,hexagonal_staggered,hexagonal,2.0000,6,4,10,28,18,36,12,8,44,0.4500,0,18,3.141593,113.0973,25.1327,138.2301,469.2050,0.241040,0.294605,35.7143,16,1,0,,0,compact asymmetric fixed-corner marker pattern
